Id,ActivityDate,TotalSteps,TotalDistance,Calories,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
4319703577,2016-05-07,7937,5.3299999237060547,2158,3,28,279,586,1,507,530
4319703577,2016-05-08,3672,2.4600000381469727,1792,0,0,153,603,1,602,638
4319703577,2016-05-09,10378,6.9600000381469727,2345,2,14,374,490,1,535,565
4319703577,2016-05-10,9487,6.369999885559082,2260,3,12,329,555,1,487,517
4319703577,2016-05-11,9129,6.130000114440918,2232,3,18,311,574,1,529,558
4319703577,2016-05-12,17,9.9999997764825821E-3,257,0,0,2,0,1,302,321
4388161847,2016-04-15,8758,6.7300000190734863,3066,0,0,299,837,1,499,526
4388161847,2016-04-16,6580,5.059999942779541,3073,6,9,253,609,2,426,448
4388161847,2016-04-17,4660,3.5799999237060547,2572,0,0,201,721,2,619,641
4388161847,2016-04-18,11009,9.1000003814697266,3274,27,8,239,1017,1,99,104
4388161847,2016-04-19,10181,7.8299999237060547,3015,20,16,249,704,1,329,338
4388161847,2016-04-20,10553,8.119999885559082,3083,19,42,228,696,1,421,451
4388161847,2016-04-21,10055,7.7300000190734863,3069,7,12,272,853,1,442,458
4388161847,2016-04-22,12139,9.3400001525878906,3544,77,25,220,945,1,82,85
4388161847,2016-04-23,13236,10.180000305175781,3306,58,5,215,749,1,478,501
4388161847,2016-04-24,10243,7.880000114440918,2885,14,8,239,584,3,552,595
4388161847,2016-04-26,9461,7.2800002098083496,2929,14,23,224,673,1,319,346
4388161847,2016-04-27,11193,8.6099996566772461,3074,11,48,241,684,1,439,500
4388161847,2016-04-28,10074,7.75,2969,19,9,234,878,1,428,458
4388161847,2016-04-30,12533,9.6400003433227539,3283,14,43,300,537,2,409,430
4388161847,2016-05-01,10255,7.8899998664855957,2926,12,15,241,579,1,547,597
4388161847,2016-05-02,10096,8.3999996185302734,3147,33,4,204,935,2,368,376
4388161847,2016-05-04,12375,9.5200004577636719,3162,35,21,251,632,1,390,414
4388161847,2016-05-05,9603,7.380000114440918,2899,12,39,199,896,1,471,495
4388161847,2016-05-07,22770,17.540000915527344,4022,120,56,260,508,1,472,496
4388161847,2016-05-08,17298,14.380000114440918,3934,107,38,178,576,2,529,541
4388161847,2016-05-09,10218,7.8600001335144043,3013,6,19,258,1020,1,62,65
4388161847,2016-05-10,10299,7.9200000762939453,3061,13,14,267,648,1,354,375
4388161847,2016-05-11,10201,7.8400001525878906,2954,8,18,256,858,1,469,494
4445114986,2016-04-12,3276,2.2000000476837158,2113,0,0,196,787,2,429,457
4445114986,2016-04-13,2961,1.9900000095367432,2095,0,0,194,840,2,370,406
4445114986,2016-04-14,3974,2.6700000762939453,2194,0,0,231,717,1,441,492
4445114986,2016-04-15,7198,4.8299999237060547,2496,0,0,350,711,2,337,379
4445114986,2016-04-16,3945,2.6500000953674316,2180,0,0,225,716,1,462,499
4445114986,2016-04-17,2268,1.5199999809265137,1933,0,0,114,1219,1,98,107
4445114986,2016-04-19,2064,1.3899999856948853,1954,0,0,121,895,2,388,424
4445114986,2016-04-20,2072,1.3899999856948853,1974,0,0,137,841,1,439,462
4445114986,2016-04-21,3809,2.559999942779541,2150,0,0,215,756,1,436,469
4445114986,2016-04-22,6831,4.5799999237060547,2432,0,0,317,706,1,388,417
4445114986,2016-04-25,3385,2.2699999809265137,2070,0,0,179,916,1,328,345
4445114986,2016-04-26,6326,4.4099998474121094,2291,29,1,180,839,2,353,391
4445114986,2016-04-27,7243,5.0300002098083496,2361,32,1,194,839,1,332,374
4445114986,2016-04-28,4493,3.0099999904632568,2203,0,0,236,762,1,419,442
4445114986,2016-04-29,4676,3.1400001049041748,2196,0,0,226,1106,1,106,108
4445114986,2016-04-30,6222,4.179999828338623,2363,0,0,290,797,1,322,353
4445114986,2016-05-01,5232,3.5099999904632568,2246,0,0,240,741,2,439,459
4445114986,2016-05-02,6910,4.75,2336,27,4,200,667,1,502,542
4445114986,2016-05-03,7502,5.179999828338623,2421,30,2,233,725,2,417,450
4445114986,2016-05-04,2923,1.9600000381469727,2070,0,0,180,897,2,337,363
4445114986,2016-05-05,3800,2.5499999523162842,2120,2,6,185,734,2,462,513
4445114986,2016-05-06,4514,3.0299999713897705,2211,0,0,229,809,2,374,402
4445114986,2016-05-07,5183,3.5899999141693115,2123,26,4,108,866,2,401,436
4445114986,2016-05-08,7303,4.9000000953674316,2423,0,8,308,733,1,361,391
4445114986,2016-05-09,5275,3.5399999618530273,2281,0,0,266,641,1,457,533
4445114986,2016-05-10,3915,2.630000114440918,2181,0,0,231,783,1,405,426
4445114986,2016-05-11,9105,6.1100001335144043,2499,34,22,232,622,1,499,530
4445114986,2016-05-12,768,0.51999998092651367,1212,0,0,58,380,1,483,501
4558609924,2016-04-21,13743,9.0799999237060547,2486,6,21,432,844,1,126,137
4558609924,2016-04-26,9148,6.0500001907348633,2223,12,41,283,1062,1,103,121
4558609924,2016-04-29,7833,5.179999828338623,1918,15,29,197,1096,1,171,179
4558609924,2016-05-01,3428,2.2699999809265137,1692,0,0,190,1121,1,115,129
4558609924,2016-05-08,6543,4.3299999237060547,2666,66,35,238,1019,1,123,134
4702921684,2016-04-12,7213,5.880000114440918,2947,0,0,263,718,1,425,439
4702921684,2016-04-13,6877,5.5799999237060547,2898,0,0,258,777,2,400,430
4702921684,2016-04-14,7860,6.369999885559082,2984,0,0,271,772,1,384,415
4702921684,2016-04-15,6506,5.2800002098083496,2896,1,8,256,944,1,253,257
4702921684,2016-04-16,11140,9.0299997329711914,3328,3,24,335,556,2,382,406
4702921684,2016-04-17,12692,10.289999961853027,3394,12,66,302,437,1,591,612
4702921684,2016-04-18,9105,7.380000114440918,3013,22,30,191,890,1,293,312
4702921684,2016-04-19,6708,5.440000057220459,2812,10,8,179,757,1,457,487
4702921684,2016-04-20,8793,7.130000114440918,3061,2,29,260,717,1,454,468
4702921684,2016-04-21,6530,5.3000001907348633,2729,4,41,144,901,1,425,434
4702921684,2016-04-23,15126,12.270000457763672,3691,9,66,408,469,1,465,475
4702921684,2016-04-24,15050,12.220000267028809,3538,15,95,281,542,1,480,506
4702921684,2016-04-25,9167,7.429999828338623,3064,6,15,270,730,1,370,380
4702921684,2016-04-26,6108,4.9499998092651367,2784,1,8,216,765,1,421,429
4702921684,2016-04-27,7047,5.7199997901916504,2908,1,16,238,733,1,432,449
4702921684,2016-04-28,9023,7.320000171661377,3033,14,9,232,738,1,442,461
4702921684,2016-04-29,9930,8.0500001907348633,3165,12,19,267,692,1,433,447
4702921684,2016-04-30,10144,8.2299995422363281,3115,4,36,263,728,1,479,501
4702921684,2016-05-03,9454,7.6700000762939453,3145,0,0,313,729,1,327,373
4702921684,2016-05-04,8161,6.619999885559082,3004,4,15,251,757,1,412,434
4702921684,2016-05-05,8614,6.9899997711181641,3006,8,5,241,745,1,414,428
4702921684,2016-05-06,6943,5.630000114440918,2859,1,16,207,682,1,404,449
4702921684,2016-05-07,14370,11.649999618530273,3683,5,46,439,577,1,520,543
4702921684,2016-05-09,8232,6.679999828338623,2990,0,12,253,746,1,435,458
4702921684,2016-05-10,10613,8.6099996566772461,3172,1,37,262,701,1,416,431
4702921684,2016-05-11,9810,7.9600000381469727,3069,10,41,235,784,1,354,366
4702921684,2016-05-12,2752,2.2300000190734863,1240,0,0,68,241,1,404,442
5553957443,2016-04-12,11596,7.570000171661377,2026,19,13,277,767,1,441,464
5553957443,2016-04-13,4832,3.1600000858306885,1718,0,0,226,647,2,455,488
5553957443,2016-04-14,17022,11.119999885559082,2324,61,41,256,693,1,357,418
5553957443,2016-04-15,16556,10.859999656677246,2254,58,38,239,689,1,377,409
5553957443,2016-04-16,5771,3.7699999809265137,1831,0,0,288,521,2,651,686
5553957443,2016-04-17,655,0.43000000715255737,1397,0,0,46,943,1,350,402
5553957443,2016-04-18,3727,2.4300000667572021,1683,0,0,206,622,2,520,541
5553957443,2016-04-19,15482,10.109999656677246,2284,69,28,249,756,1,357,410
5553957443,2016-04-20,2713,1.7699999809265137,1570,0,0,148,598,1,658,678
5553957443,2016-04-21,12346,8.0600004196166992,2066,47,42,177,801,1,399,431
5553957443,2016-04-22,11682,7.630000114440918,2105,25,16,270,781,1,322,353
5553957443,2016-04-23,4112,2.690000057220459,1776,0,0,272,443,2,631,725
5553957443,2016-04-24,1807,1.1799999475479126,1507,0,0,104,582,2,553,640
5553957443,2016-04-25,10946,7.190000057220459,2033,51,11,201,732,1,433,468
5553957443,2016-04-26,11886,7.7600002288818359,2093,40,18,238,750,1,412,453
5553957443,2016-04-27,10538,6.880000114440918,1922,16,16,206,745,1,347,391
5553957443,2016-04-28,11393,7.630000114440918,1999,49,13,165,727,1,421,457
5553957443,2016-04-29,12764,8.3299999237060547,2169,46,15,270,709,1,450,495
5553957443,2016-04-30,1202,0.77999997138977051,1463,0,0,84,506,2,775,843
5553957443,2016-05-01,5164,3.369999885559082,1747,0,0,237,436,2,622,686
5553957443,2016-05-02,9769,6.380000114440918,1996,23,9,227,724,1,409,471
5553957443,2016-05-03,12848,8.3900003433227539,2116,26,29,247,812,1,380,429
5553957443,2016-05-04,4249,2.7699999809265137,1698,0,0,224,651,1,447,470
5553957443,2016-05-05,14331,9.5100002288818359,2156,44,29,241,692,1,419,464
5553957443,2016-05-06,9632,6.2899999618530273,1916,21,9,229,761,1,400,434
5553957443,2016-05-07,1868,1.2200000286102295,1494,0,0,96,902,1,442,470
5553957443,2016-05-08,6083,4,1762,3,8,210,505,1,568,608
5553957443,2016-05-09,11611,7.5799999237060547,2272,59,22,251,667,1,453,494
5553957443,2016-05-10,16358,10.710000038146973,2335,61,40,265,707,1,418,443
5553957443,2016-05-11,4926,3.2200000286102295,1693,0,0,195,628,1,463,486
5553957443,2016-05-12,3121,2.0399999618530273,741,8,6,48,222,1,438,475
5577150313,2016-04-12,8135,6.0799999237060547,3405,86,16,140,728,1,419,438
5577150313,2016-04-13,5077,3.7899999618530273,2551,15,11,144,776,1,432,458
5577150313,2016-04-14,8596,6.4200000762939453,4022,118,30,176,662,1,477,497
5577150313,2016-04-15,12087,9.0799999237060547,4005,115,54,199,695,1,392,413
5577150313,2016-04-16,14269,10.659999847412109,4274,184,56,158,472,1,406,445
5577150313,2016-04-17,12231,9.1400003433227539,4552,200,37,159,525,1,549,583
5577150313,2016-04-18,9893,7.3899998664855957,3625,114,32,130,623,1,527,553
5577150313,2016-04-19,12574,9.4200000762939453,3501,108,23,111,733,1,449,465
5577150313,2016-04-20,8330,6.2199997901916504,3192,87,16,113,773,1,447,480
5577150313,2016-04-21,10830,8.0900001525878906,4018,110,74,175,670,1,414,437
5577150313,2016-04-22,9172,6.8499999046325684,3329,62,30,200,823,1,338,366
5577150313,2016-04-23,7638,5.7100000381469727,3152,24,24,223,627,1,384,402
5577150313,2016-04-24,15764,11.779999732971191,4392,210,65,141,425,1,543,615
5577150313,2016-04-25,6393,4.7800002098083496,3374,61,38,214,743,1,421,461
5577150313,2016-04-26,5325,3.9800000190734863,3088,38,32,181,759,1,354,377
5577150313,2016-04-27,6805,5.1399998664855957,3294,63,16,190,773,1,424,452
5577150313,2016-04-28,9841,7.429999828338623,3580,99,51,141,692,1,361,372
5577150313,2016-04-29,7924,5.9200000762939453,3544,97,36,165,739,1,459,485
5577150313,2016-04-30,12363,9.2399997711181641,4501,207,45,163,621,1,412,433
5577150313,2016-05-01,13368,9.9899997711181641,4546,194,72,178,499,1,379,398
5577150313,2016-05-02,7439,5.559999942779541,3014,37,20,235,732,2,525,553
5577150313,2016-05-03,11045,8.25,3795,97,8,212,580,1,508,543
5577150313,2016-05-04,5206,3.8900001049041748,2755,25,9,141,631,1,603,634
5577150313,2016-05-05,7550,5.6399998664855957,3004,45,21,143,1153,1,74,78
5577150313,2016-05-10,8869,6.6500000953674316,3841,104,37,194,639,1,504,562
5577150313,2016-05-11,4038,3.0399999618530273,1665,45,15,63,257,1,431,476
6117666160,2016-04-16,14450,10.909999847412109,2828,7,15,518,502,1,380,398
6117666160,2016-04-17,7150,5.4000000953674316,2225,0,0,312,702,2,336,350
6117666160,2016-04-18,5153,3.9100000858306885,2018,0,0,241,759,2,493,510
6117666160,2016-04-19,11135,8.4099998474121094,2606,0,0,480,425,1,465,492
6117666160,2016-04-20,10449,8.0200004577636719,2536,26,10,349,587,1,474,502
6117666160,2016-04-21,19542,15.010000228881836,4900,11,19,294,579,1,508,550
6117666160,2016-04-22,8206,6.1999998092651367,2409,0,0,402,413,1,480,546
6117666160,2016-04-23,11495,8.6800003051757813,2651,0,0,512,468,1,492,539
6117666160,2016-04-24,7623,5.7600002288818359,2305,0,0,362,711,1,353,367
6117666160,2016-04-27,9411,7.1100001335144043,2576,0,0,458,417,1,542,557
6117666160,2016-04-28,3403,2.5999999046325684,1879,0,0,141,758,1,393,416
6117666160,2016-04-29,9592,7.2399997711181641,2560,0,0,461,479,1,600,636
6117666160,2016-05-01,8915,6.7300000190734863,2361,0,0,397,525,1,507,575
6117666160,2016-05-05,9799,7.4000000953674316,2636,0,0,487,479,1,392,415
6117666160,2016-05-06,3365,2.6800000667572021,1838,0,0,133,673,2,658,698
6117666160,2016-05-07,7336,5.5399999618530273,2469,0,0,412,456,2,498,507
6117666160,2016-05-08,7328,5.5300002098083496,2250,0,0,318,517,1,555,603
6117666160,2016-05-09,4477,3.380000114440918,1248,0,0,197,125,1,492,522
6775888955,2016-04-13,4053,2.9100000858306885,2400,17,18,85,1053,1,235,260
6775888955,2016-04-14,5162,3.7000000476837158,2507,14,24,105,863,1,423,441
6775888955,2016-04-15,1282,0.92000001668930054,2127,0,0,58,976,1,391,406
6962181067,2016-04-12,10199,6.7399997711181641,1994,50,14,189,796,1,366,387
6962181067,2016-04-13,5652,3.7400000095367432,1718,8,24,142,548,3,630,679
6962181067,2016-04-14,1551,1.0299999713897705,1466,0,0,86,862,2,508,535
6962181067,2016-04-15,5563,3.6800000667572021,1756,0,0,217,837,1,370,386
6962181067,2016-04-16,13217,8.7399997711181641,2173,50,3,280,741,1,357,366
6962181067,2016-04-17,10145,6.7100000381469727,2027,5,13,295,634,1,427,446
6962181067,2016-04-18,11404,7.5399999618530273,2039,13,42,238,689,1,442,458
6962181067,2016-04-19,10742,7.0999999046325684,2046,35,41,195,659,1,476,535
6962181067,2016-04-20,13928,9.5500001907348633,2174,48,4,297,639,1,418,424
6962181067,2016-04-21,11835,9.7100000381469727,2179,53,27,214,708,1,451,457
6962181067,2016-04-22,10725,7.0900001525878906,2086,30,33,240,659,1,425,435
6962181067,2016-04-23,20031,13.239999771118164,2571,58,41,347,484,1,528,546
6962181067,2016-04-24,5029,3.3199999332427979,1705,0,0,199,720,1,511,514
6962181067,2016-04-25,13239,9.2700004577636719,2194,35,31,282,637,1,400,415
6962181067,2016-04-26,10433,6.9000000953674316,2012,36,7,254,680,1,441,446
6962181067,2016-04-27,10320,6.820000171661377,2034,7,38,279,697,1,455,467
6962181067,2016-04-28,12627,8.3500003814697266,2182,38,8,288,621,1,440,453
6962181067,2016-04-29,10762,7.1100001335144043,2254,12,15,369,645,1,433,447
6962181067,2016-04-30,10081,6.6599998474121094,2002,32,16,237,731,1,422,424
6962181067,2016-05-01,5454,3.6099998950958252,1740,0,0,215,722,1,411,426
6962181067,2016-05-02,12912,8.5399999618530273,2162,18,39,313,655,1,466,482
6962181067,2016-05-03,12109,8.119999885559082,2072,21,36,267,654,1,394,418
6962181067,2016-05-04,10147,6.7100000381469727,2086,15,36,284,683,1,442,455
6962181067,2016-05-05,10524,6.9600000381469727,2066,14,22,305,591,1,467,491
6962181067,2016-05-06,5908,3.9100000858306885,1850,0,0,299,717,1,443,462
6962181067,2016-05-07,6815,4.5,1947,0,0,328,745,1,298,334
6962181067,2016-05-08,4188,2.7699999809265137,1659,0,14,151,709,1,541,569
6962181067,2016-05-09,12342,8.7200002670288086,2105,43,21,231,607,1,489,497
6962181067,2016-05-10,15448,10.210000038146973,2361,62,34,275,626,1,469,481
6962181067,2016-05-11,6722,4.440000057220459,1855,24,7,199,709,1,452,480
6962181067,2016-05-12,3587,2.369999885559082,928,0,8,105,127,1,516,535
7007744171,2016-04-16,4631,3.0999999046325684,2076,0,0,203,1155,1,79,82
7007744171,2016-05-01,5600,3.75,2225,0,0,237,1142,1,58,61
7086361926,2016-04-12,11317,8.4099998474121094,2772,59,6,153,745,1,514,525
7086361926,2016-04-13,5813,3.619999885559082,2516,31,26,155,744,1,451,465
